LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,BILL_AMT1,PAY_AMT1,default payment next month
80000,2,3,2,44,45412,1900,1
130000,2,3,2,39,4867,0,0
270000,2,1,1,42,1870,0,0
20000,2,2,1,41,958,1546,0
260000,2,1,1,36,122825,5000,0
170000,2,2,2,47,62927,1566,0
160000,2,1,2,35,19082,2815,0
240000,2,1,2,35,5757,3242,0
170000,2,2,2,36,2848,1941,0
500000,2,2,1,40,215508,10004,0
260000,2,1,1,38,629,625,1
150000,2,1,2,36,43544,5000,0
500000,2,1,1,36,8561,1364,1
320000,2,2,2,34,1800,0,0
90000,2,2,1,34,18358,1300,0
300000,2,2,2,43,2936,1676,0
200000,2,2,2,36,73459,4500,0
160000,2,3,1,44,1500,0,1
120000,2,1,2,29,0,0,0
120000,2,1,2,30,416,416,1
90000,2,2,2,30,88093,0,1
170000,2,2,1,31,6015,7820,1
170000,2,1,2,33,144031,5500,0
500000,2,1,1,33,10486,32648,0
240000,2,1,2,33,239278,9582,0
230000,2,2,1,30,4942,2554,0
210000,2,2,1,32,0,0,0
400000,2,1,1,33,10858,16000,0
150000,2,3,1,41,88818,3241,1
50000,2,1,2,27,6018,0,0
150000,2,2,1,28,12780,850,1
230000,2,2,2,28,0,0,1
470000,2,1,1,28,178262,6100,0
30000,2,2,2,28,1200,0,1
100000,2,3,1,29,0,0,0
30000,2,3,1,34,8090,0,1
110000,2,2,2,40,96950,3255,0
300000,2,3,1,39,36656,1929,0
240000,2,3,0,37,374,1823,0
350000,2,2,2,28,358895,0,1
220000,2,1,2,28,2956,2968,0
400000,2,1,2,35,26930,11187,0
500000,2,2,1,40,26102,33009,0
280000,2,3,2,48,166473,7750,0
30000,2,2,1,37,108,709,0
20000,2,1,2,49,16715,1271,0
270000,2,4,2,29,-9,3274,0
270000,2,1,2,34,126642,4500,0
400000,2,2,1,34,45514,4854,0
320000,2,1,2,39,91224,10000,0
430000,2,1,2,30,62774,10284,0
140000,2,2,2,31,0,0,1
70000,2,2,1,31,9319,3652,0
110000,2,2,2,31,7398,1500,0
30000,2,5,1,31,28731,1656,0
550000,2,2,1,32,548551,21094,1
310000,2,1,1,47,2257,3000,0
130000,2,1,2,32,126164,6500,0
130000,2,2,1,32,119720,6000,0
220000,2,2,1,34,154029,5700,0
300000,2,1,1,35,0,0,0
110000,2,2,1,35,1245,1245,0
50000,2,2,1,44,24622,3100,1
300000,2,1,2,40,5130,0,1
200000,2,2,1,36,3131,207,0
360000,2,3,2,38,6904,0,1
500000,2,1,2,34,80630,3000,0
290000,2,2,1,42,19281,6654,0
430000,2,1,1,37,1013,0,1
180000,2,3,2,34,3700,4696,0
90000,2,3,1,35,35872,1578,0
280000,2,2,1,43,14633,5600,0
230000,2,2,2,37,29087,2100,0
70000,2,2,1,39,54801,5336,0
110000,2,2,1,38,4976,2532,0
70000,2,3,1,32,70122,2431,0
180000,2,2,1,32,3305,0,0
240000,2,3,2,35,0,0,1
210000,2,1,1,40,0,0,0
20000,2,2,2,46,390,0,1
80000,2,3,1,48,3188,6239,0
50000,2,1,2,33,13452,1300,0
80000,2,3,2,33,6607,6205,0
80000,2,1,2,34,34827,27881,0
60000,2,2,3,34,0,60559,0
360000,2,2,2,35,0,0,0
50000,2,2,2,48,10024,0,0
200000,2,6,1,43,198595,7003,0
140000,2,2,1,42,0,0,0
180000,2,2,2,30,174104,7000,0
160000,2,2,1,32,18400,10000,0
200000,2,2,1,34,0,0,1
600000,2,2,1,38,51072,0,0
20000,2,2,1,46,15833,0,1
220000,2,1,1,44,215191,10000,0
140000,2,1,1,40,34359,0,1
240000,2,2,2,38,0,0,1
150000,2,2,1,32,-1474,140916,0
20000,2,1,2,32,2095,7733,1
310000,2,2,1,32,69886,2177,0
230000,2,3,1,39,6499,0,0
130000,2,1,2,34,0,0,0
300000,2,1,2,31,16612,19099,0
300000,2,2,1,34,37505,57210,0
20000,2,2,1,29,19098,1474,0
200000,2,3,2,33,18021,0,0
200000,2,2,1,40,531,0,0
500000,2,1,2,28,4428,0,0
80000,2,2,1,37,10559,1621,0
360000,2,1,2,29,0,0,1
30000,2,2,1,33,28938,1800,0
190000,2,2,2,44,162051,17917,0
350000,2,1,1,36,1133,0,0
260000,2,2,1,31,2224,2007,0
190000,2,2,1,37,105679,11000,0
230000,2,2,1,34,0,0,0
650000,2,3,2,39,5865,0,0
250000,2,1,2,32,10495,2150,0
700000,2,2,2,34,1878,4354,0
270000,2,1,1,40,9658,8781,0
100000,2,2,1,43,94713,4366,0
260000,2,2,1,38,163550,5966,0
410000,2,2,2,33,4720,25488,0
520000,2,2,1,47,76762,107124,0
80000,2,2,1,39,77020,3179,1
450000,2,3,1,36,0,0,0
30000,2,6,2,45,25298,2000,0
600000,2,3,2,44,140179,5000,0
200000,2,1,2,34,692,0,0
60000,2,2,2,34,60707,2102,0
280000,2,2,1,34,9103,6439,0
230000,2,1,1,36,1240,2078,0
210000,2,2,2,31,1154,1368,1
60000,2,1,2,33,1242,0,0
270000,2,1,2,37,7842,6380,0
80000,2,3,1,41,3526,10129,0
80000,2,2,1,44,0,0,0
360000,2,2,1,40,4343,725,0
300000,2,1,2,38,15001,2318,1
270000,2,1,1,44,-106,3000,0
200000,2,1,2,46,2263,3448,0
20000,2,2,2,46,189,2249,1
20000,2,2,1,32,8217,2000,1
30000,2,2,1,33,29498,1,1
50000,2,1,1,35,45822,2413,0
230000,2,4,2,30,168708,10699,0
50000,2,2,1,39,16983,0,1
70000,2,3,1,31,9633,2000,0
100000,2,1,2,31,9311,0,0
100000,2,3,1,30,46809,2000,0
210000,2,1,2,31,12618,6344,0
450000,2,1,2,31,2609,0,0
300000,2,3,2,31,92235,4505,0
140000,2,1,2,31,1399,1519,0
480000,2,1,2,32,11872,40000,0
100000,2,2,2,30,31708,0,1
110000,2,1,2,32,3610,12000,0
100000,2,2,2,31,91344,3309,1
200000,2,1,2,31,0,950,0
100000,2,1,2,30,7384,3000,0
50000,2,2,1,30,1500,0,1
20000,2,2,1,31,13080,1500,0
490000,2,2,1,31,470579,19469,0
90000,2,1,2,32,7563,0,0
310000,2,1,1,32,141203,7000,0
240000,2,1,2,33,5000,0,0
390000,2,1,2,32,16566,9076,0
140000,2,2,2,33,59097,2137,0
120000,2,1,2,33,332,332,1
30000,2,3,1,33,29666,1763,0
230000,2,2,1,32,399,1560,0
320000,2,1,2,32,13720,8015,0
110000,2,1,2,32,60558,1900,0
60000,2,2,2,31,36434,4100,1
180000,2,1,2,32,-30,2230,0
430000,2,1,2,33,345053,13206,0
230000,2,1,2,33,7990,13450,0
140000,2,2,1,33,-23,5765,0
180000,2,1,2,31,766,243,0
60000,2,2,2,31,20544,0,0
310000,2,2,2,31,86082,3550,0
320000,2,2,1,33,324160,10067,0
100000,2,1,2,33,3417,7400,0
120000,2,2,2,33,68493,3500,1
260000,2,1,2,33,18480,3978,1
170000,2,1,2,32,13880,6593,0
200000,2,1,2,31,450,0,0
110000,2,1,1,31,76817,15200,0
50000,2,1,2,32,5458,1500,0
350000,2,2,2,32,10362,42541,0
110000,2,1,2,31,14268,2491,0
240000,2,1,1,30,236823,10279,0
120000,2,2,1,30,1248,1701,0
150000,2,1,2,32,18519,3000,0
180000,2,2,1,34,10485,274,1
200000,2,2,2,34,13112,13011,0
250000,2,1,2,33,16317,0,0
350000,2,1,1,36,326,326,0
200000,2,2,1,36,0,0,0
30000,2,2,1,35,25239,3000,0
150000,2,2,1,45,141292,4719,0
380000,2,3,1,46,0,0,0
180000,2,2,1,47,176424,5896,0
20000,2,2,1,35,16335,0,1
100000,2,1,1,49,103307,0,1
300000,2,2,2,36,8310,2592,0
450000,2,1,2,36,5909,968,0
220000,2,2,1,35,29202,2000,1
500000,2,2,1,37,58448,5000,0
200000,2,3,2,45,0,10221,0
80000,2,2,1,35,78959,0,1
430000,2,1,1,46,9270,43717,0
200000,2,2,1,40,1521,0,0
90000,2,1,1,36,3860,1826,0
200000,2,1,1,38,4891,28258,0
60000,2,2,1,47,9253,50000,0
250000,2,1,2,36,2200,0,0
200000,2,1,1,40,9141,1138,0
360000,2,2,2,45,0,2500,0
200000,2,1,2,33,196304,9000,0
500000,2,2,2,41,6305,6332,0
200000,2,1,1,38,185155,6500,0
230000,2,1,2,44,230101,10125,0
50000,2,3,1,37,389,25742,0
260000,2,1,1,38,16995,3087,0
140000,2,1,1,39,27942,2000,0
320000,2,2,2,35,125567,6831,0
50000,2,2,1,39,48651,2200,0
150000,2,2,1,35,-10,8856,1
160000,2,1,1,36,1714,2845,0
500000,2,2,1,43,374802,14000,0
350000,2,1,1,44,8544,0,0
230000,2,3,2,48,3096,518,1
200000,2,2,1,39,2485,3798,0
500000,2,2,2,39,229332,7400,0
130000,2,1,2,34,76589,3400,0
290000,2,2,2,34,25530,15035,0
210000,2,2,2,34,73415,4002,0
240000,2,1,2,36,330,3152,0
80000,2,2,1,36,6746,556,0
150000,2,1,2,36,127204,5900,1
200000,2,5,1,39,500,0,0
110000,2,2,2,36,112900,0,1
320000,2,3,1,33,71047,2000,0
340000,2,1,2,37,20624,8641,0
380000,2,2,1,43,0,0,0
150000,2,1,1,43,6940,6200,0
500000,2,1,2,37,747,0,0
500000,2,2,1,49,12871,5177,0
370000,2,2,1,44,0,1742,0
360000,2,2,1,40,8736,974,0
300000,2,2,1,39,2022,537,0
150000,2,2,2,37,0,0,0
210000,2,1,1,38,-81,0,0
280000,2,1,1,39,1397,0,0
230000,2,2,1,44,14029,9140,0
360000,2,2,2,37,292725,10638,0
230000,2,2,1,40,1215,525,0
450000,2,2,1,44,8521,16080,0
240000,2,1,2,34,5488,1700,1
300000,2,1,2,41,5770,0,0
240000,2,2,1,38,197231,6702,0
230000,2,2,1,37,1054,2000,1
230000,2,1,2,41,12731,7000,0
240000,2,2,1,40,3204,4888,1
160000,2,1,2,39,0,300,0
360000,2,5,1,39,3102,552,0
160000,2,1,1,41,169867,3360,0
10000,2,2,1,42,8710,1200,0
430000,2,1,2,38,590,590,0
80000,2,1,1,39,21340,1700,0
310000,2,1,1,39,3803,681,0
150000,2,3,1,41,20934,1500,0
200000,2,2,1,43,2893,0,0
210000,2,1,1,44,360,360,0
400000,2,2,2,43,15000,18400,0
80000,2,2,1,40,2667,2035,0
160000,2,2,1,42,34186,1569,0
170000,2,2,1,40,17914,1253,0
240000,2,2,1,41,5366,0,0
300000,2,2,1,33,279065,0,1
90000,2,2,1,44,1654,0,0
180000,2,2,1,35,11285,11798,0
210000,2,2,1,48,1417,0,0
300000,2,1,1,42,-694,0,0
240000,2,1,2,37,164691,7000,1
170000,2,1,1,44,0,0,0
50000,2,1,2,37,43886,2500,0
50000,2,2,1,39,45989,2081,0
230000,2,1,2,39,900,1945,0
310000,2,1,1,34,270776,11080,0
150000,2,3,2,35,0,200,0
200000,2,1,2,35,0,185,0
80000,2,2,2,39,129966,9685,1
500000,2,1,1,37,6757,9505,0
20000,2,2,1,42,15379,3000,1
20000,2,3,1,46,11691,3000,1
150000,2,1,2,34,0,0,1
100000,2,5,2,34,91674,5004,0
210000,2,3,1,44,11771,13462,1
300000,2,2,1,40,0,0,0
80000,2,2,2,32,7604,0,1
410000,2,1,2,31,134072,15003,0
90000,2,3,1,36,79642,1580,0
270000,2,2,1,43,135068,5000,0
360000,2,2,1,41,270553,10900,0
230000,2,3,1,38,67810,1980,0
150000,2,2,2,42,97066,2000,0
150000,2,2,2,44,168179,0,1
350000,2,2,1,43,2124,3048,0
210000,2,3,2,43,7605,1170,0
130000,2,3,1,44,40331,5000,0
500000,2,1,1,49,27936,2305,0
280000,2,2,1,48,9511,35852,1
450000,2,1,1,39,8494,25128,0
200000,2,2,2,46,120343,4342,0
290000,2,2,1,34,53437,1274,0
170000,2,2,1,35,0,0,0
380000,2,2,1,39,307388,12936,0
180000,2,1,2,35,-18,0,1
280000,2,1,2,35,6494,28723,0
200000,2,2,1,31,2167,9003,0
220000,2,2,1,40,8359,14518,0
240000,2,1,1,38,107425,5500,1
470000,2,2,2,43,5631,404,0
280000,2,1,2,35,10089,40000,0
200000,2,1,2,43,-109,0,1
20000,2,3,1,46,8131,1200,0
20000,2,2,2,34,18649,1700,0
290000,2,1,2,34,1915,6151,0
20000,2,1,1,37,-113,1575,1
150000,2,1,1,38,1544,463,0
160000,2,2,1,36,-20,0,1
360000,2,1,1,36,0,0,1
160000,2,2,1,41,99496,0,0
400000,2,1,1,37,229714,11477,0
180000,2,2,2,36,14222,1300,0
120000,2,2,1,32,111441,5596,0
200000,2,2,2,33,1502,3836,0
210000,2,1,1,39,5907,2637,0
70000,2,3,1,48,62775,3000,1
110000,2,2,1,38,195437,5000,1
30000,2,3,2,47,11652,1300,1
40000,2,3,1,46,50,1800,0
310000,2,1,1,41,3640,0,0
200000,2,2,1,41,5592,0,0
230000,2,2,1,39,24510,0,0
450000,2,1,1,33,3485,3004,0
80000,2,2,2,34,40570,1983,0
210000,2,2,2,43,209781,6500,0
130000,2,2,3,48,1778,0,0
500000,2,1,1,49,1088,4031,0
180000,2,2,1,38,7098,0,1
340000,2,1,1,36,0,544,0
450000,2,1,2,37,37070,17596,0
80000,2,3,1,49,61267,2179,0
150000,2,3,2,47,2934,2843,0
210000,2,1,1,43,0,0,0
380000,2,2,2,38,250755,8339,0
400000,2,2,1,46,43405,15000,0
80000,2,3,1,52,210,0,0
240000,2,1,1,44,2771,4756,0
120000,2,2,1,50,118492,6141,0
60000,2,3,1,63,59471,2400,0
360000,2,1,2,54,132387,11606,0
50000,2,2,1,50,27525,1900,1
360000,2,3,1,50,846,1831,1
30000,2,3,1,51,22373,3400,0
500000,2,1,1,53,1200,0,0
20000,2,2,1,54,6329,2415,1
90000,2,2,1,56,1160,4701,0
80000,2,3,1,55,59838,10000,0
100000,2,3,2,54,66212,0,0
120000,2,1,1,51,82865,3652,0
100000,2,3,3,51,0,0,1
150000,2,2,1,51,146018,7000,0
10000,2,2,1,51,9151,0,0
50000,2,3,1,52,0,0,0
490000,2,1,1,53,1700,8913,0
50000,2,3,2,52,47670,1954,0
340000,2,2,1,57,16729,8942,0
240000,2,3,1,51,225614,10473,0
50000,2,3,1,53,40926,3000,1
500000,2,2,1,50,290301,11000,0
410000,2,2,1,50,249152,9000,0
280000,2,2,1,64,22715,15506,0
240000,2,2,2,59,230026,20000,0
20000,2,1,2,54,17016,1568,0
100000,2,2,1,55,44400,4100,1
290000,2,2,1,52,276377,12880,0
100000,2,3,2,50,82397,3004,0
270000,2,2,1,65,157,0,0
80000,2,3,2,57,78312,3459,0
280000,2,1,1,47,127928,3000,1
30000,2,3,1,52,-190,0,0
90000,2,3,1,53,88363,3200,1
600000,2,1,1,53,84300,27446,0
70000,2,3,1,54,37717,1655,0
270000,2,3,1,58,936,1188,0
260000,2,3,1,59,258885,10000,0
50000,2,3,1,59,25775,0,0
50000,2,3,1,53,48549,2277,1
70000,2,3,2,52,103570,3500,0
210000,2,3,1,55,3857,0,0
330000,2,3,1,50,2064,0,0
200000,2,2,1,51,288015,4470,0
220000,2,1,1,51,3315,2625,0
50000,2,3,1,52,11463,1500,0
20000,2,2,1,53,19594,2000,0
30000,2,2,2,53,356,15700,1
280000,2,2,1,56,284128,9970,1
60000,2,3,1,60,57974,2810,0
200000,2,3,1,50,8413,5000,0
230000,2,2,2,51,213457,17000,0
230000,2,1,1,51,0,0,1
100000,2,3,1,49,62049,2247,0
80000,2,2,1,49,83888,3900,0
80000,2,2,2,51,80106,1400,1
70000,2,2,1,57,18379,1500,0
200000,2,1,1,54,0,0,1
20000,2,2,1,51,17612,1800,0
200000,2,2,1,50,3414,6640,0
50000,2,2,1,55,23605,5856,0
360000,2,2,1,52,0,0,0
200000,2,3,2,49,1801,181,0
90000,2,2,1,55,83040,900,1
50000,2,3,2,59,50761,2500,0
400000,2,2,1,48,352730,12370,0
110000,2,3,1,51,105476,5436,0
50000,2,3,1,58,24135,0,1
500000,2,1,1,58,-1,35436,1
150000,2,3,1,65,0,0,0
300000,2,4,1,54,0,0,0
50000,2,2,1,56,48703,2000,0
300000,2,1,1,59,12982,11138,0
290000,2,2,1,49,282538,10711,1
500000,2,2,1,52,588000,17559,0
140000,2,3,1,50,845,0,1
350000,2,5,1,49,0,36011,0
180000,2,2,2,49,56677,1600,0
390000,2,1,1,48,0,5660,0
50000,2,1,2,52,28594,5000,0
50000,2,1,2,51,43273,2800,0
150000,2,1,2,52,126810,5000,0
200000,2,1,1,49,413,0,0
180000,2,1,2,53,-1580,0,0
50000,2,2,1,50,12699,1247,0
110000,2,1,1,51,103701,3771,0
310000,2,2,1,62,113529,5000,0
80000,2,3,2,60,37298,3000,0
80000,2,3,1,54,55498,2000,0
240000,2,1,1,53,0,0,0
210000,2,2,1,54,0,0,0
30000,2,2,2,50,25416,1389,0
80000,2,1,1,52,34243,1570,0
70000,2,3,1,49,19954,1700,1
50000,2,3,2,50,0,0,1
180000,2,3,1,64,18084,1703,0
160000,2,2,1,60,16060,1605,0
20000,2,3,1,50,15887,1275,1
180000,2,1,1,53,0,0,0
30000,2,2,3,54,26302,2000,0
210000,2,2,1,56,25487,6655,0
120000,2,3,1,55,-150,0,0
20000,2,3,1,51,15399,0,1
30000,2,2,1,49,10440,0,0
50000,2,3,1,53,51254,0,0
20000,2,3,1,51,0,780,0
120000,2,2,1,57,0,644,0
70000,2,2,1,62,70457,6454,1
50000,2,2,1,58,50182,1500,0
20000,2,2,1,49,19127,0,0
310000,2,3,1,53,1126,2635,0
120000,2,2,1,40,123270,6000,0
360000,2,3,1,47,366484,14463,0
240000,2,3,2,49,1271,3000,0
500000,2,3,2,53,0,0,1
500000,2,2,1,53,10789,7919,0
240000,2,1,1,55,80199,3900,0
200000,2,2,1,56,2155,0,0
30000,2,3,1,67,26590,0,1
130000,2,3,1,49,108711,6000,0
80000,2,3,1,50,55070,5012,0
150000,2,2,1,51,71776,2046,0
530000,2,1,1,54,6458,5600,0
210000,2,1,1,53,180227,11000,0
30000,2,2,3,54,0,0,0
410000,2,2,1,50,358896,13000,0
240000,2,2,1,50,664,1086,0
50000,2,1,2,61,60458,0,1
200000,2,3,1,67,187610,10000,0
70000,2,2,2,55,57867,1920,0
140000,2,3,2,53,68889,3075,0
320000,2,3,2,54,54661,183429,0
50000,2,3,1,53,46138,2182,0
500000,2,2,2,50,588,2393,1
300000,2,2,1,51,0,0,1
400000,2,1,1,51,-9,1093,0
170000,2,2,2,51,1606,1420,0
60000,2,3,1,50,61349,2900,1
120000,2,1,1,47,632,948,1
210000,2,1,2,50,1561,0,0
50000,2,3,1,51,45096,1500,0
30000,2,2,2,51,22473,3200,0
130000,2,2,1,51,124619,6301,0
280000,2,2,1,50,106341,5600,1
240000,2,1,1,51,4302,546,0
240000,2,3,1,50,242152,8000,0
270000,2,2,1,51,7582,10392,0
500000,2,1,1,52,9534,9267,0
170000,2,3,2,53,161858,5800,0
80000,2,3,1,50,2684,0,0
280000,2,3,1,53,4866,1200,0
110000,2,1,1,52,1865,0,0
250000,2,1,1,54,390,1090,0
360000,2,2,2,54,217936,8880,0
50000,2,3,3,53,49326,1803,1
280000,2,2,1,57,7640,9369,0
500000,2,2,1,54,455977,13455,0
260000,2,3,1,65,225028,8165,0
250000,2,2,1,52,1376,4038,1
140000,2,3,1,56,141342,5025,0
180000,2,1,1,55,0,0,0
190000,2,2,1,52,175,1547,0
290000,2,1,1,52,85532,12000,0
230000,2,1,2,53,0,742,0
220000,2,2,1,54,265,4786,0
30000,2,2,1,60,0,0,0
300000,2,2,2,57,2890,390,0
260000,2,3,1,57,1148,0,0
140000,2,2,1,58,68859,3300,1
350000,2,1,1,57,7617,2558,0
70000,1,2,1,40,30346,1681,0
200000,1,2,2,30,183464,7197,0
90000,1,1,2,31,90226,2500,1
30000,1,2,2,49,24597,3000,0
80000,1,1,2,25,67751,2500,0
150000,1,1,2,26,29997,2000,0
360000,1,1,2,29,-4316,65000,0
400000,1,2,1,30,11633,1200,0
300000,1,1,2,30,121,3204,0
50000,1,2,2,30,21839,1600,1
20000,1,1,2,27,15678,0,0
90000,1,2,2,28,82671,0,1
180000,1,2,1,28,148735,6000,0
230000,1,2,2,29,566,5480,0
160000,1,2,1,28,0,0,0
200000,1,2,2,25,124652,6,0
300000,1,2,2,27,1726,2800,0
360000,1,1,2,29,0,0,0
230000,1,2,2,30,9125,4000,0
80000,1,1,2,27,74413,7000,0
90000,1,2,2,27,2542,1066,1
80000,1,1,2,25,37325,2100,0
160000,1,1,2,29,0,6285,0
200000,1,1,2,30,0,0,0
60000,1,2,2,25,15614,1267,0
360000,1,1,2,27,2807,898,0
360000,1,3,2,30,0,0,0
220000,1,1,2,28,184,1709,0
120000,1,1,2,27,21812,1700,0
50000,1,2,2,23,45708,6000,0
300000,1,2,2,29,0,0,1
400000,1,1,2,36,0,0,1
260000,1,3,2,35,33078,10000,0
80000,1,2,1,27,58777,3000,0
50000,1,1,2,30,50457,2400,0
20000,1,2,2,27,1200,0,0
50000,1,2,1,29,47555,1932,0
20000,1,3,2,23,19901,0,0
150000,1,1,2,30,84777,2881,0
620000,1,2,2,29,524191,19306,0
270000,1,3,2,36,276192,11000,0
130000,1,2,2,29,88766,5000,1
150000,1,2,2,22,82791,3187,0
50000,1,2,1,26,38189,3000,0
50000,1,2,1,26,13294,0,1
20000,1,2,2,23,15021,6000,1
50000,1,2,2,22,2454,0,0
170000,1,1,2,25,112367,5451,0
50000,1,2,2,29,51232,1900,0
20000,1,3,2,22,18306,1287,0
20000,1,2,2,22,14542,0,1
20000,1,2,2,21,23675,1800,0
20000,1,2,2,21,18671,1614,0
20000,1,1,2,22,19231,1331,1
90000,1,2,2,25,79938,3000,0
80000,1,2,1,26,495,0,0
50000,1,1,2,22,28725,2000,1
60000,1,1,2,23,31348,20109,0
50000,1,2,2,22,49718,1786,0
20000,1,1,2,22,17875,3300,0
20000,1,3,2,23,19812,1300,0
50000,1,2,2,24,90,7396,0
80000,1,1,2,24,50781,4400,0
50000,1,1,2,22,38251,4000,0
20000,1,2,2,22,17456,0,1
20000,1,2,2,22,15662,900,0
50000,1,3,1,22,45458,2051,1
50000,1,3,2,23,4332,0,0
50000,1,2,2,23,35176,2007,0
20000,1,2,2,23,16830,50,0
420000,1,2,1,24,392639,16117,0
50000,1,2,2,25,17826,1400,0
110000,1,2,2,26,83796,5200,0
20000,1,6,2,21,13203,1036,0
20000,1,2,2,22,16439,1279,0
50000,1,3,2,23,9168,1166,0
180000,1,2,2,23,96709,4485,0
20000,1,2,2,22,18690,3500,0
20000,1,2,2,21,22291,1700,0
20000,1,2,2,21,20070,1072,0
20000,1,2,2,22,18292,0,1
50000,1,2,2,22,38311,20052,0
50000,1,3,2,26,31708,1700,0
150000,1,4,3,27,3462,1147,0
70000,1,2,2,27,29193,1800,1
50000,1,2,2,27,47568,0,1
150000,1,1,1,32,15000,0,0
100000,1,2,2,26,44053,2206,0
20000,1,2,2,24,15730,1313,0
20000,1,2,2,24,14068,3200,0
20000,1,3,2,24,3724,2000,0
20000,1,2,2,22,20813,1000,0
100000,1,3,2,25,76068,2895,0
190000,1,2,2,29,185222,5836,0
50000,1,2,2,22,47871,1546,0
20000,1,3,2,24,14665,0,1
70000,1,2,1,26,8587,1100,0
50000,1,2,2,24,52359,2064,0
20000,1,2,2,25,20873,4,1
20000,1,1,2,24,720,100,1
20000,1,2,2,24,10768,1502,0
50000,1,2,2,24,48846,1904,0
20000,1,1,2,23,10242,10000,0
50000,1,2,2,23,0,0,0
50000,1,2,2,24,5784,0,0
20000,1,1,2,24,255,541,0
20000,1,2,2,25,12589,0,0
50000,1,2,2,25,46980,1910,1
70000,1,1,2,25,23799,9000,0
20000,1,2,2,27,12546,1500,1
20000,1,2,1,24,17611,1000,0
20000,1,2,2,23,20432,1280,0
20000,1,2,2,25,17286,1594,1
220000,1,1,2,26,44432,100000,0
120000,1,2,2,25,63119,2200,1
140000,1,1,2,26,17376,4907,0
50000,1,1,2,27,48215,4007,0
50000,1,2,2,25,47034,2500,0
10000,1,2,2,26,7140,11153,0
50000,1,1,2,25,18164,1900,0
50000,1,2,2,26,25126,2000,0
20000,1,1,2,25,26694,1200,0
200000,1,1,2,26,-4,913,0
40000,1,1,2,26,21651,5009,0
30000,1,2,2,23,14404,3196,0
20000,1,2,2,23,15789,1610,1
50000,1,2,2,23,51274,4175,0
20000,1,3,2,24,546,0,0
130000,1,2,2,25,72850,3300,0
160000,1,2,2,25,4071,1060,0
110000,1,2,2,25,54165,88490,0
50000,1,2,2,37,16029,1281,1
50000,1,2,2,25,29206,25000,0
240000,1,2,2,26,27967,10016,0
20000,1,2,2,27,2003,1086,0
500000,1,3,2,30,1092,4303,0
60000,1,2,2,26,59487,2113,0
50000,1,3,2,25,47727,2100,0
50000,1,2,2,24,46521,2150,0
20000,1,2,2,25,390,390,0
30000,1,2,2,25,30274,1932,0
80000,1,2,1,25,80906,3800,0
20000,1,2,1,25,14447,1552,0
10000,1,2,2,26,8882,1300,0
20000,1,5,2,26,20564,3055,0
100000,1,1,2,26,1544,1100,1
50000,1,2,2,23,51246,8,0
60000,1,2,2,26,58072,2282,1
400000,1,2,2,27,15330,2501,0
20000,1,5,2,27,21673,0,0
50000,1,3,2,27,32590,0,0
110000,1,2,2,27,102551,5500,0
30000,1,3,2,23,4443,430,0
230000,1,2,2,27,34592,1816,0
20000,1,3,3,23,18455,2000,0
30000,1,1,2,24,6003,1440,0
90000,1,2,2,25,91151,3453,0
30000,1,2,2,25,24279,1713,1
20000,1,3,2,24,20569,0,1
20000,1,2,2,24,17996,2100,1
50000,1,2,2,24,12236,1300,0
80000,1,2,2,25,416,416,0
120000,1,1,2,28,231,6673,0
50000,1,2,2,25,5814,0,0
200000,1,1,2,26,50124,1830,0
150000,1,2,2,25,140662,6000,0
360000,1,1,2,24,1188,1003,1
60000,1,1,2,25,56918,5914,0
80000,1,2,2,25,79977,0,0
320000,1,1,2,25,146183,6206,0
140000,1,2,2,25,142697,5010,1
20000,1,2,1,26,1050,0,1
110000,1,2,2,26,60808,196,0
190000,1,2,2,26,45694,9000,0
130000,1,2,2,25,113290,5650,0
160000,1,1,2,26,138825,6800,1
260000,1,1,2,26,250303,7065,0
80000,1,1,2,26,7412,945,0
50000,1,2,2,25,28651,14200,1
100000,1,1,2,26,91189,3500,0
20000,1,2,2,27,7326,0,1
210000,1,2,2,27,0,628,0
160000,1,2,2,28,84879,2593,0
340000,1,1,2,26,241720,8000,0
70000,1,3,2,27,58009,0,1
50000,1,1,2,27,51042,0,1
60000,1,1,2,26,1870,32607,0
20000,1,3,2,27,1200,0,1
50000,1,1,2,27,35215,1600,0
240000,1,1,2,26,5010,1188,0
20000,1,2,2,23,9550,1480,0
50000,1,2,2,25,29827,1536,0
130000,1,2,2,25,39074,1766,0
50000,1,2,2,25,49899,1679,0
130000,1,2,2,27,6136,9272,0
20000,1,1,2,27,19483,1258,0
370000,1,6,1,28,64268,2868,0
110000,1,3,1,27,108435,3509,0
200000,1,3,2,28,203357,7064,0
160000,1,3,2,26,58929,3000,0
310000,1,2,2,26,304091,12805,0
90000,1,1,2,27,0,0,0
20000,1,2,2,22,16226,0,1
30000,1,5,2,23,30830,0,0
90000,1,4,2,24,35865,1546,0
240000,1,2,2,28,44996,0,0
260000,1,2,2,32,60587,0,0
120000,1,2,2,27,29344,5053,0
80000,1,2,2,27,83062,0,0
160000,1,1,2,27,5574,3353,0
130000,1,2,2,27,7100,1100,0
20000,1,1,2,23,14697,12483,0
170000,1,2,1,26,30779,1675,0
110000,1,3,2,27,45443,15567,0
50000,1,2,1,25,26339,1800,0
70000,1,2,2,26,65329,3000,0
80000,1,2,2,25,77901,3600,0
50000,1,1,2,25,13886,3000,0
60000,1,1,2,27,20567,4000,0
